Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Program-Total  Seat Capacity  Female Supernumerary
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,1,2,0,4,0,2,0,6,0,"24 (including ""3"" Supernumerary)",114 3
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,39,2,10,1,14,1,6,1,26,1,101,121 6
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,1,2,1,4,0,2,0,7,0,"26 (including ""6"" Supernumerary)",121 6
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,6,1,10,1,5,0,18,1,69,81 6
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,3,0,1,0,5,0,"18 (including ""6"" Supernumerary)",81 6
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,47,2,12,1,18,1,8,1,31,2,123,148 6
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),12,1,3,0,5,0,2,0,8,0,"31 (including ""6"" Supernumerary)",148 6
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,2,0,8,1,33,37 5
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""5"" Supernumerary)",37 5
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,3,0,8,1,34,42 1
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""1"" Supernumerary)",42 1
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,66,4,16,1,25,1,12,1,44,2,172,183 32
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),16,1,4,0,6,1,3,0,11,1,"43 (including ""32"" Supernumerary)",183 32
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,7,1,4,0,14,1,54,62 6
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""6"" Supernumerary)",62 6
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,9,0,5,0,16,1,62,69 9
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,"16 (including ""9"" Supernumerary)",69 9
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",All India,Gender-Neutral,13,1,3,0,5,0,3,0,8,1,34,42 1
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""1"" Supernumerary)",42 1
Indian Institute of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,23,1,6,0,8,1,4,0,15,1,59,71 3
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),6,0,2,0,2,0,1,0,4,0,"15 (including ""3"" Supernumerary)",71 3
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,12 1
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""1"" Supernumerary)",12 1
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,3,0,5,1,3,0,10,1,40,43 7
Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""7"" Supernumerary)",43 7
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,4,1,4,0,2,0,8,1,32,39 1
Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""1"" Supernumerary)",39 1
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,4,0,5,1,3,0,10,0,40,45 5
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,3,1,"10 (including ""5"" Supernumerary)",45 5
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,2,0,11,0,40,45 5
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,3,1,"10 (including ""5"" Supernumerary)",45 5
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,3,0,5,1,3,0,10,1,40,44 6
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""6"" Supernumerary)",44 6
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,1,2,0,4,0,2,0,6,0,24,30 0
Indian Institute of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""0"" Supernumerary)",30 0
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,1,5,0,3,0,8,0,33,39 1
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,0,"7 (including ""1"" Supernumerary)",39 1
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,6,0,1,0,3,0,1,0,4,1,16,20 0
Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),1,0,1,0,0,0,1,0,1,0,"4 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,0,1,0,3,0,1,0,4,0,16,20 0
Indian Institute of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),1,0,1,0,0,0,1,0,1,0,"4 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15,20 0
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",20 0
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,5,1,8,0,4,0,14,1,56,65 5
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,2,0,1,0,4,1,"14 (including ""5"" Supernumerary)",65 5
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,5,0,2,0,9,0,32,40 0
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,7,1,6,0,14,1,56,64 6
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,1,0,2,0,1,0,4,0,"14 (including ""6"" Supernumerary)",64 6
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,2,7,0,9,1,5,0,18,1,69,83 3
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,3,0,1,0,4,0,"17 (including ""3"" Supernumerary)",83 3
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,48 2
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""2"" Supernumerary)",48 2
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,5,0,2,0,9,0,32,37 3
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""3"" Supernumerary)",37 3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,47 3
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""3"" Supernumerary)",47 3
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,1,7,0,10,0,4,0,18,1,69,82 4
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,3,0,1,0,4,0,"17 (including ""4"" Supernumerary)",82 4
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,5,1,2,0,10,0,37,43 3
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""3"" Supernumerary)",43 3
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,48 2
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""2"" Supernumerary)",48 2
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,0,4,0,6,0,3,0,10,1,40,46 4
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""4"" Supernumerary)",46 4
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,0,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,4,0,2,0,2,0,1,0,3,0,12,15 0
Indian Institute of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Female-only (including Supernumerary),2,0,0,0,0,0,0,0,1,0,"3 (including ""0"" Supernumerary)",15 0
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,2,0,0,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,0,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,2,0,0,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10 0
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,"2 (including ""0"" Supernumerary)",10 0
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,2,8,1,13,1,7,0,24,1,93,109 8
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,1,2,0,4,0,2,0,6,0,"24 (including ""8"" Supernumerary)",109 8
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,53,3,13,1,20,1,9,1,36,2,139,149 25
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),13,1,3,0,6,0,3,0,8,1,"35 (including ""25"" Supernumerary)",149 25
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,33,2,9,0,12,1,7,0,22,1,87,94 15
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),8,1,2,0,3,0,2,0,6,0,"22 (including ""15"" Supernumerary)",94 15
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,52,2,12,1,20,0,9,1,34,1,132,150 15
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),12,1,3,0,4,1,3,0,8,1,"33 (including ""15"" Supernumerary)",150 15
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,33,2,9,0,12,1,7,0,22,1,87,100 9
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,1,1,3,0,2,0,6,0,"22 (including ""9"" Supernumerary)",100 9
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,47 3
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,1,1,0,2,0,0,0,3,0,"10 (including ""3"" Supernumerary)",47 3
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,47,2,11,1,17,1,9,0,31,1,120,125 25
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),11,1,3,0,5,0,2,0,7,1,"30 (including ""25"" Supernumerary)",125 25
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,10,0,5,0,17,1,65,70 12
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,1,1,0,1,4,1,"17 (including ""12"" Supernumerary)",70 12
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,4,0,6,1,3,0,12,1,46,50 8
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""8"" Supernumerary)",50 8
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,1,1,9,0,32,40 0
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,9,1,36,44 2
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""2"" Supernumerary)",44 2
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,8,1,2,0,3,0,2,0,6,1,23,30 0
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",30 0
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,12,1,3,0,4,0,2,0,7,1,30,38 0
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",38 0
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,3,0,7,1,32,38 3
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""3"" Supernumerary)",38 3
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,9,0,2,0,2,1,1,0,6,0,21,25 2
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""2"" Supernumerary)",25 2
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,15,1,4,0,6,0,3,0,9,1,39,44 5
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""5"" Supernumerary)",44 5
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,11,0,2,1,3,1,2,0,8,0,28,35 0
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",35 0
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,10,0,3,0,4,0,1,1,7,0,26,33 0
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",33 0
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,4,0,6,1,3,0,11,1,44,49 6
Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,3,0,"11 (including ""6"" Supernumerary)",49 6
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,1,7,1,4,0,14,1,55,61 8
Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,1,0,2,0,1,0,4,0,"14 (including ""8"" Supernumerary)",61 8
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,42,3,10,1,15,1,8,1,28,2,111,124 15
Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),10,1,3,0,4,0,2,0,7,1,"28 (including ""15"" Supernumerary)",124 15
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,2,9,1,14,1,7,1,25,1,98,114 9
Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,1,2,0,4,0,2,0,6,1,"25 (including ""9"" Supernumerary)",114 9
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,38,2,9,1,14,1,7,1,25,1,99,116 8
Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),10,1,2,0,4,0,2,0,6,0,"25 (including ""8"" Supernumerary)",116 8
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,2,0,4,0,2,0,6,0,25,29 2
Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""2"" Supernumerary)",29 2
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,0,3,0,9,1,38,47 1
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""1"" Supernumerary)",47 1
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,40,2,9,1,15,1,7,1,27,2,105,111 20
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),10,1,2,0,4,0,2,0,6,1,"26 (including ""20"" Supernumerary)",111 20
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,38,0,10,0,14,0,7,0,25,0,94,103 14
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),9,0,2,0,4,0,2,0,6,0,"23 (including ""14"" Supernumerary)",103 14
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,0,5,0,7,0,3,0,12,0,45,47 9
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""9"" Supernumerary)",47 9
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,1,7,0,10,1,5,0,19,1,72,79 11
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,3,0,1,0,5,0,"18 (including ""11"" Supernumerary)",79 11
